No,name, cid,MOLECULAR_FORMULA,Acute toxicity,Flammability,Instability,Skin Toxicity,Respiratory Toxicity,Eye Toxicity,Environmental Toxicity,,,,,,,,,,,,,,,,,
865,"Benzene, 2,4-diisocyanato-1-methyl-, dimer",6454199,C18H12N4O4,2,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
866,"1,3-Diisocyanato-5-methylbenzene",14648216,C9H6N2O2,3,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
867,"Aniline, 3-isocyanato-4-methyl-",188621,C8H8N2O,4,0,2,4,4,4,4,,,,,,,,,,,,,,,,,
868,"1,3-Diisocyanato-2-methylbenzene--hydrazine (1/1)",171291,C9H10N4O2,3,0,0,4,4,4,4,,,,,,,,,,,,,,,,,
869,"1,3-Diisocyanato-2-methylbenzene--isocyanatobenzene (1/1)",6455532,C16H11N3O3,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
870,"Buta-1,3-diene;2,4-diisocyanato-1-methylbenzene",170852250,C13H12N2O2,3,1,2,4,4,4,4,,,,,,,,,,,,,,,,,
871,Toluene-2-isocyanate-4-isothiocyanate,350505,C9H6N2OS,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
872,Methylene phenylene isocyanate,9942271,C9H6N2O2,4,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
873,"Diphenylmethan-2,4-diisocyanat",14598533,C15H10N2O2,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
874,"2,4-Diisocyano-toluene",21252543,C9H6N2,4,1,2,4,4,4,4,,,,,,,,,,,,,,,,,
875,"2,4-Diisocyanato-1-methylbenzene;hexane-1,6-diamine",21290189,C15H22N4O2,3,0,1,4,3,4,4,,,,,,,,,,,,,,,,,
876,Water-toluene diisocyanate,88483820,C9H8N2O3,2,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
877,Toluidine diisocyanate,129701965,C9H7N3O2,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
878,Ethyl-m-phenylenediisocyanate,144073,C10H8N2O2,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
879,"6-Dodecyl-1,3-phenylene diisocyanate",20088359,C20H28N2O2,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
880,"2-Dodecyl-1,3-phenylene diisocyanate",44151133,C20H28N2O2,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
881,"1,3-Diisocyanato-2-(trifluoromethyl)benzene",87250981,C9H3F3N2O2,3,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
882,"4-(Trifluoromethyl)benzene-1,3-diyldiisocyanate",87250993,C9H3F3N2O2,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
883,"5-Fluoro-1,3-diisocyanato-2-methylbenzene",154317209,C9H5FN2O2,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
884,"1,3-Xylylene diisocyanate",12540083,C10H8N2O2,3,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
885,"1,1-dichloro-N-(3-isocyanato-4-methylphenyl)methanimine",155421535,C9H6Cl2N2O,2,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
886,"1,1-dichloro-N-(5-isocyanato-2-methylphenyl)methanimine",155421536,C9H6Cl2N2O,2,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
887,Monostearyl-toluene diisocyanate,129681114,C27H42N2O2,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
888,"(1E)-buta-1,3-dien-1-ol;2,4-diisocyanato-1-methylbenzene",6441838,C13H12N2O3,2,2,2,4,4,3,4,,,,,,,,,,,,,,,,,
889,"1-Fluoro-2,4-diisocyanato-5-methylbenzene",170367102,C9H5FN2O2,3,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
890,N-[4-methyl-3-(methylideneamino)phenyl]methanimine,344272,C9H10N2,3,1,4,4,4,4,4,,,,,,,,,,,,,,,,,
891,"2,4-Diisocyanato-1-phenylbenzene",13072544,C14H8N2O2,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
892,"1-(Bromomethyl)-2,4-diisocyanatobenzene",13862128,C9H5BrN2O2,2,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
893,"2-(Bromomethyl)-1,3-diisocyanatobenzene",13862129,C9H5BrN2O2,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
894,"1-Cyclopent-2-en-1-yl-2,4-diisocyanato-5-methylbenzene",14366078,C14H12N2O2,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
895,"1-Cyclopent-2-en-1-yl-2,4-diisocyanato-3-methylbenzene",14366079,C14H12N2O2,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
896,"2-Ethenyl-1,3-diisocyanatobenzene",15610162,C10H6N2O2,3,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
897,"1-Cyclopentyl-2,4-diisocyanato-3-methylbenzene",17844739,C14H14N2O2,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
898,"1-Butyl-3,5-diisocyanato-2-methylbenzene",17997911,C13H14N2O2,2,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
899,"1,3,5-Triethyl-2,4-diisocyanatobenzene",18000090,C14H16N2O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
900,"1,5-Diethyl-2,4-diisocyanato-3-methylbenzene",18000093,C13H14N2O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
901,"1,3-Diisocyanato-2,5-dimethylbenzene",18000135,C10H8N2O2,3,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
902,"1-Deuterio-3,5-diisocyanato-2-methylbenzene",18650341,C9H6N2O2,4,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
903,"1,5-Diisocyanato-2-[(4-isocyanatophenyl)methyl]-4-methylbenzene",18694698,C17H11N3O3,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
904,"2,4-Diisocyanato-1-[(4-isocyanato-3-methylphenyl)methyl]benzene",18778940,C17H11N3O3,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
905,"1,2-Diisocyanatoethane;1,3-diisocyanato-2-methylbenzene",18786222,C13H10N4O4,4,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
906,"1,2,4-Triisocyanato-5-methylbenzene",19002276,C10H5N3O3,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
907,"1-Tert-butyl-2,4-diisocyanatobenzene",19604736,C12H12N2O2,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
908,"2,4-Diisocyanato-1-(2-phenylethyl)benzene",19607135,C16H12N2O2,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
909,"1-Ethenyl-2,4-diisocyanatobenzene",19760769,C10H6N2O2,2,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
910,"1-Ethenyl-3,5-diisocyanatobenzene",19760782,C10H6N2O2,3,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
911,"1,3-Diisocyanato-5-prop-1-en-2-ylbenzene",19760787,C11H8N2O2,4,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
912,"2,4-Diisocyanato-1-(isocyanatomethyl)benzene",19794968,C10H5N3O3,4,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
913,"2-Benzyl-1,3,5-triisocyanatobenzene",19801501,C16H9N3O3,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
914,"1-Butyl-2,4-diisocyanatobenzene",20088360,C12H12N2O2,2,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
915,"1-Hexyl-2,4-diisocyanatobenzene",20088361,C14H16N2O2,4,2,4,4,4,4,4,,,,,,,,,,,,,,,,,
916,"1-(Cyclopenten-1-yl)-2,4-diisocyanato-5-methylbenzene",20152944,C14H12N2O2,3,4,4,4,4,4,3,,,,,,,,,,,,,,,,,
917,"1,3-Diisocyanato-2-methyl-4-propan-2-ylbenzene",20152945,C12H12N2O2,4,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
918,"1-(Cyclopenten-1-yl)-2,4-diisocyanato-3-methylbenzene",20152946,C14H12N2O2,3,4,4,4,4,4,3,,,,,,,,,,,,,,,,,
919,"1-Tert-butyl-2,4-diisocyanato-3-methylbenzene",20152948,C13H14N2O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
920,"1,5-Diisocyanato-2-methyl-4-propan-2-ylbenzene",20152949,C12H12N2O2,4,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
921,"1-tert-Butyl-2,4-diisocyanato-5-methylbenzene",20152951,C13H14N2O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
922,"2,4-Diisocyanato-1-[(3-methylphenyl)methyl]benzene",20209628,C16H12N2O2,2,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
923,"1,4-Diisocyanatobenzene;2,4-diisocyanato-1-methylbenzene",20241107,C17H10N4O4,2,3,3,4,4,4,4,,,,,,,,,,,,,,,,,
924,CID 20347969,20347969,C17H12N4O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
925,CID 20347970,20347970,C9H7N3O,2,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
926,1-Isocyanato-3-isothiocyanato-2-methylbenzene,20373944,C9H6N2OS,3,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
927,"2,4-Diisocyanato-1-methylbenzene;sulfurochloridic acid",20455949,C9H7ClN2O5S,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
928,1-Isocyanato-2-(isocyanatomethyl)-4-methylbenzene,20457241,C10H8N2O2,2,3,3,4,4,4,4,,,,,,,,,,,,,,,,,
929,"1,3-Diisocyanato-4-[(4-isocyanatophenyl)methyl]-2-methylbenzene",20512267,C17H11N3O3,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
930,"2,4-Diisocyanato-1-(7-isocyanatoheptyl)benzene",20722112,C16H17N3O3,2,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
931,hydroxy N-(3-isocyanato-4-methylphenyl)methanimidate,20730758,C9H8N2O3,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
932,N-(3-isocyanato-4-methylphenyl)methanimine,21026450,C9H8N2O,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
933,"2,4-Diisocyanato-1-methylbenzene;hexane",21291190,C15H20N2O2,4,0,4,4,4,4,4,,,,,,,,,,,,,,,,,
934,"2,4-Diisocyanato-1-(2-methylpropyl)benzene",21427988,C12H12N2O2,2,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
935,"2-Ethyl-1,3,5-triisocyanatobenzene",21441397,C11H7N3O3,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
936,"2,4-Diisocyanato-1-(tribromomethyl)benzene",21558357,C9H3Br3N2O2,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
937,"2,4-Diisocyanato-1-(trichloromethyl)benzene",21558369,C9H3Cl3N2O2,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
938,"1,3-Diisocyanato-2-propan-2-ylbenzene",21559080,C11H10N2O2,4,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
939,"1,3-Diisocyanato-2-(isocyanatomethyl)benzene",21562143,C10H5N3O3,4,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
940,"2-Tert-butyl-1,3-diisocyanato-4-methylbenzene",21638853,C13H14N2O2,2,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
941,4-Isocyanato-2-isothiocyanato-1-methylbenzene,21847365,C9H6N2OS,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
942,"2,4-Diisocyanato-1-propan-2-ylbenzene",21954404,C11H10N2O2,4,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
943,"1,3-Diisocyanato-2,4-dimethylbenzene",21954417,C10H8N2O2,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
944,"2-Benzyl-1,3-diisocyanatobenzene",21993322,C15H10N2O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
945,1-Isocyanato-2-(triisocyanatomethyl)benzene,22235163,C11H4N4O4,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
946,"1,5-Diisocyanato-2,3-dimethylbenzene",22286636,C10H8N2O2,2,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
947,"2,4-diisocyanato-1-[(E)-2-phenylethenyl]benzene",22286641,C16H10N2O2,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
948,"2,4-Diisocyanato-1-pentylbenzene",22404153,C13H14N2O2,4,2,3,4,4,4,4,,,,,,,,,,,,,,,,,
949,"2,4-Diisocyanato-1-prop-1-en-2-ylbenzene",22416648,C11H8N2O2,2,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
950,"3,5-Diisocyanato-2-methylaniline",22590296,C9H7N3O2,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
951,"Butan-1-amine;2,4-diisocyanato-1-methylbenzene",22590297,C13H17N3O2,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
952,"1,3-Diisocyanato-2,4-di(propan-2-yl)benzene",22706932,C14H16N2O2,4,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
953,"2,4-Diisocyanato-1-(4-isocyanatophenyl)benzene",22733651,C15H7N3O3,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
954,"But-1-ene-1,1-diol;2,4-diisocyanato-1-methylbenzene",22760842,C13H14N2O4,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
955,"2-Methylbenzene-1,3-diamine;diisocyanate",23321104,C9H10N4O2-2,3,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
956,"1,2,3-Triisocyanato-4-methylbenzene",23372489,C10H5N3O3,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
957,"1-But-1-enyl-3,5-diisocyanato-2-methylbenzene",53724180,C13H12N2O2,2,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
958,"2,4-Diisocyanato-1-propylbenzene",53915539,C11H10N2O2,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
959,"3,5-Diisocyanato-4-methylaniline",53971522,C9H7N3O2,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
960,"1,3-Diethyl-2,4-diisocyanatobenzene",53984180,C12H12N2O2,2,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
961,1-(Diisocyanatomethyl)-2-isocyanatobenzene,54061451,C10H5N3O3,4,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
962,"2,4-Diisocyanato-1-(2-phenylethenyl)benzene",54229848,C16H10N2O2,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
963,"1-(Diisocyanatomethyl)-2,4-diisocyanatobenzene",54477842,C11H4N4O4,4,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
964,"1-Ethyl-3,5-diisocyanatobenzene",57030273,C10H8N2O2,3,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
965,2-Deuterio-4-isocyanato-1-methylbenzene,57177204,C8H7NO,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
966,"2-Ethyl-1,3-diisocyanatobenzene",57352097,C10H8N2O2,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
967,CID 59294148,59294148,C10H8N2O,2,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
968,CID 87084860,87084860,C10H7N3O3,2,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
969,"1-(2,3-Dimethylbut-3-en-2-yl)-2,4-diisocyanatobenzene",87090245,C14H14N2O2,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
970,"2,4-Diisocyanato-1-methylbenzene;toluene",87135654,C16H14N2O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
971,"Butane-1,1,1-triol;2,4-diisocyanato-1-methylbenzene",87185866,C13H16N2O5,4,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
972,"2-Butyl-1,3-diisocyanatobenzene",87259034,C12H12N2O2,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
973,2-Isocyanato-1-methyl-4-nitrosobenzene,87310211,C8H6N2O2,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
974,"2,4-Diisocyanato-1-methylbenzene;isocyanatobenzene",87329283,C16H11N3O3,2,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
975,"2,4-Diisocyanato-1-methylbenzene;propane",87554283,C12H14N2O2,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
976,"1,3,5-Triisocyanato-2,4-dimethylbenzene",87557280,C11H7N3O3,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
977,"2,4-Diisocyanato-1-methylbenzene;2,2-dimethylbutane",87696635,C15H20N2O2,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
978,CID 87867376,87867376,C11H8N4O4,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
979,"2,4-Diisocyanato-1-prop-2-enylbenzene",87893379,C11H8N2O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
980,1-Isocyanato-4-(2-isocyanatoprop-2-enyl)benzene,87893380,C11H8N2O2,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
981,"1,3,5-Triisocyanatobenzene;1,3,5-triisocyanato-2-methylbenzene",87933651,C19H8N6O6,3,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
982,"Azane;2,4-diisocyanato-1-methylbenzene",87958098,C9H9N3O2,2,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
983,"2,4-Diisocyanato-1-pentan-3-ylbenzene",88108303,C13H14N2O2,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
984,CID 88136649,88136649,C9H8N2O2,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
985,"1,3-Diisocyanato-2-prop-2-enylbenzene",88344734,C11H8N2O2,3,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
986,1-Isocyanato-2-(2-isocyanatoprop-2-enyl)benzene,88344737,C11H8N2O2,2,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
987,CID 88384759,88384759,C10H13N3O,3,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
988,CID 88384761,88384761,C11H14N4O2,3,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
989,"1,5-Diisocyanato-2-methyl-3-prop-2-enylbenzene",88596174,C12H10N2O2,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
990,CID 88689450,88689450,C9H12N4O2,3,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
991,"1-But-3-enyl-2,4-diisocyanatobenzene",88703550,C12H10N2O2,4,3,3,4,4,4,4,,,,,,,,,,,,,,,,,
992,CID 88742513,88742513,C9H6N2NaO2,4,0,2,4,4,4,4,,,,,,,,,,,,,,,,,
993,"2,4-Diisocyanato-1-methylbenzene;oxirane",88814251,C11H10N2O3,4,0,2,4,4,4,4,,,,,,,,,,,,,,,,,
994,"1,2-Diethyl-3,5-diisocyanatobenzene",88832706,C12H12N2O2,2,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
995,"2,4-Diisocyanato-1-methylbenzene;guanidine",88838317,C10H11N5O2,4,2,1,4,4,4,4,,,,,,,,,,,,,,,,,
996,CID 88839415,88839415,C9H6KN2O2,4,0,2,4,4,4,4,,,,,,,,,,,,,,,,,
997,"2,4-diisocyanato-1-methylbenzene;N-methylmethanamine",88840963,C11H13N3O2,2,2,3,4,4,4,4,,,,,,,,,,,,,,,,,
998,"2-Butyl-1,3,5-triisocyanato-4-methylbenzene",88844694,C14H13N3O3,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
999,"2-Ethyl-1,3,5-triisocyanato-4-methylbenzene",88844735,C12H9N3O3,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
1000,"2-(Chloromethyl)-1,3,5-triisocyanatobenzene",88846322,C10H4ClN3O3,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
1001,"2,4-Diisocyanato-1-methylbenzene;2-methyloxirane",88846392,C12H12N2O3,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
1002,"Acetic acid;2,4-diisocyanato-1-methylbenzene",89310216,C11H10N2O4,2,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
1003,1-Isocyanato-2-methyl-3-nitrosobenzene,89330093,C8H6N2O2,3,4,2,4,4,3,4,,,,,,,,,,,,,,,,,
1004,4-Isocyanato-1-methyl-2-nitrosobenzene,89330122,C8H6N2O2,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
1005,(3-Isocyanato-4-methylanilino) cyanate,89333817,C9H7N3O2,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
1006,"1-[(2Z,3Z)-2-ethylidene-5-isocyanatohexa-3,5-dienyl]-4-isocyanatobenzene",89344481,C16H14N2O2,4,0,2,4,4,4,4,,,,,,,,,,,,,,,,,
1007,"2-(Diisocyanatomethyl)-1,3-diisocyanatobenzene",89588073,C11H4N4O4,4,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
1008,N-(3-isocyanato-4-methylphenyl)hydroxylamine,89985782,C8H8N2O2,4,3,3,4,4,4,4,,,,,,,,,,,,,,,,,
1009,"2,4-Diisocyanato-1-[1-(4-isocyanatophenyl)ethyl]benzene",90184912,C17H11N3O3,4,4,2,4,4,4,3,,,,,,,,,,,,,,,,,
1010,"1,3-Diisocyanato-4-(isocyanatomethyl)-2-methylbenzene",90950898,C11H7N3O3,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
1011,"3,3-Diethylpentane;2,4-diisocyanato-1-methylbenzene",91004770,C18H26N2O2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
1012,"2,4-Diisocyanato-1-methylbenzene;methanol",91101986,C10H10N2O3,2,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
1013,"2,4-Diisocyanatobenzonitrile",118080103,C9H3N3O2,4,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
1014,"1,2,3-Triisocyanato-5-methylbenzene",118341809,C10H5N3O3,4,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
1015,"1,3-Diisocyanato-2-(2-phenylethenyl)benzene",118341838,C16H10N2O2,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
1016,"1,3-Diisocyanato-4-[(2-isocyanatophenyl)methyl]-2-methylbenzene",121267538,C17H11N3O3,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
1017,2-Azido-4-isocyanato-1-methylbenzene,129984971,C8H6N4O,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
1018,Toluene diisocyanate silicate,131712266,C9H10N2O6Si,2,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
1019,CID 132100479,132100479,C10H8N2O,2,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
1020,CID 134263876,134263876,C9H8N2O2,3,3,1,4,4,4,4,,,,,,,,,,,,,,,,,
1021,"1,3-diisocyanato-2-[(E)-2-phenylethenyl]benzene",135122501,C16H10N2O2,3,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
1022,"3-Isocyanato-2,4-dimethylaniline",138539299,C9H10N2O,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
1023,"2,4-Diisocyanato-1-methylbenzene;isocyanatomethylcyclohexane",139391711,C17H19N3O3,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
1024,"4-(Diisocyanatomethyl)benzene-1,3-diamine",140294358,C9H8N4O2,3,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
1025,"2,4-Diisocyanato-1-(1-phenylethyl)benzene",140342641,C16H12N2O2,4,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
1026,"2,4-Diisocyanato-1,3-dimethyl-5-(2-methylprop-2-enyl)benzene",140389286,C14H14N2O2,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,
1027,"1-Heptyl-2,4-diisocyanatobenzene",141125402,C15H18N2O2,2,2,2,4,4,3,4,,,,,,,,,,,,,,,,,
1028,"2,4-Diisocyanato-1-(4-methylphenyl)benzene",141138460,C15H10N2O2,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
1029,"(2,4-Diisocyanatophenyl)methanamine",141169572,C9H7N3O2,2,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
1030,"1,5-Diethyl-2,4-diisocyanato-3-propylbenzene",141450197,C15H18N2O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
1031,"3-Butyl-2,4-diisocyanato-1,5-dimethylbenzene",141450198,C14H16N2O2,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,
1032,"1,3-Diisocyanato-2,4-bis(2-methylpropyl)benzene",141450201,C16H20N2O2,2,4,3,4,4,4,3,,,,,,,,,,,,,,,,,
1033,"1,3-Diisocyanato-2-(2-methylpropyl)benzene",141450213,C12H12N2O2,2,4,0,4,4,4,3,,,,,,,,,,,,,,,,,
1034,"1,3-Diisocyanato-2,4-dipropylbenzene",141450216,C14H16N2O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
1035,"1-Butyl-2,4-diisocyanato-3,5-dimethylbenzene",141450218,C14H16N2O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
1036,"1,3-Dibutyl-2,4-diisocyanatobenzene",141450222,C16H20N2O2,4,2,0,4,4,4,4,,,,,,,,,,,,,,,,,
1037,"1,3-Diisocyanato-2-propylbenzene",141450228,C11H10N2O2,4,3,2,4,4,4,4,,,,,,,,,,,,,,,,,
1038,"2,4-Diisocyanato-1-methyl-3,5-dipropylbenzene",141450237,C15H18N2O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
1039,"1-Ethyl-2,4-diisocyanato-3,5-dimethylbenzene",141450239,C12H12N2O2,4,4,1,4,4,4,4,,,,,,,,,,,,,,,,,
1040,"2-Tert-butyl-1,3-diisocyanatobenzene",141450242,C12H12N2O2,3,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
1041,"2,4-Diisocyanato-1,5-dimethyl-3-propylbenzene",141450243,C13H14N2O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
1042,"1,3-Diisocyanato-4-propan-2-yl-2-propylbenzene",141450253,C14H16N2O2,4,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
1043,"1,3-Diethyl-2,4-diisocyanato-5-propylbenzene",141450255,C15H18N2O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
1044,"2,4-Diisocyanato-1,3-dimethyl-5-propylbenzene",141450261,C13H14N2O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
1045,"1-(Dibromomethyl)-2,4-diisocyanatobenzene",141456247,C9H4Br2N2O2,3,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
1046,"1-Ethyl-2,4-diisocyanato-5-methyl-3-propylbenzene",141477630,C14H16N2O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
1047,"3-Ethyl-2,4-diisocyanato-1-methyl-5-propylbenzene",141477631,C14H16N2O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
1048,CID 141508636,141508636,C9H6N2O3,4,0,1,4,4,4,4,,,,,,,,,,,,,,,,,
1049,"2,4-Diisocyanato-1-(1-phenylethenyl)benzene",142015814,C16H10N2O2,2,4,3,4,4,4,4,,,,,,,,,,,,,,,,,
1050,"1,5-Diethyl-2,4-diisocyanatobenzene",145279410,C12H12N2O2,2,4,0,4,4,4,4,,,,,,,,,,,,,,,,,
1051,N-(2-ethenyl-3-isocyanatophenyl)methanimine,145671234,C10H8N2O,3,3,0,4,4,4,4,,,,,,,,,,,,,,,,,
1052,"6-Ethenyl-2,3-diisocyanatoaniline",145776425,C10H7N3O2,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,,
